Date,Hour,Price
24-May-17,11,5.714
25-May-17,1,5.687
25-May-17,2,5.646
25-May-17,3,5.656
25-May-17,4,5.653
25-May-17,5,5.628
25-May-17,6,5.628
25-May-17,7,5.623
25-May-17,8,5.624
25-May-17,9,5.576
25-May-17,10,5.542
25-May-17,11,5.527
26-May-17,1,5.539
26-May-17,2,5.564
26-May-17,3,5.612
26-May-17,4,5.585
26-May-17,5,5.585
26-May-17,6,5.57
26-May-17,7,5.569
26-May-17,8,5.554
26-May-17,9,5.583
26-May-17,10,5.601
26-May-17,11,5.584
27-May-17,1,5.596
27-May-17,2,5.63
27-May-17,3,5.643
27-May-17,4,5.727
27-May-17,5,5.724
27-May-17,6,5.721
27-May-17,7,5.732
27-May-17,8,5.708
27-May-17,9,5.682
27-May-17,10,5.683
27-May-17,11,5.687
28-May-17,1,5.703
28-May-17,2,5.774
28-May-17,3,5.778
28-May-17,4,5.789
28-May-17,5,5.881
28-May-17,6,5.8
28-May-17,7,5.783
28-May-17,8,5.791
28-May-17,9,5.835
28-May-17,10,5.887
28-May-17,11,5.885
29-May-17,1,5.938
29-May-17,2,6.027
29-May-17,3,5.967
29-May-17,4,5.967
29-May-17,5,6.093
29-May-17,6,6.164
29-May-17,7,6.099
29-May-17,8,6.22
29-May-17,9,6.23
29-May-17,10,6.2
29-May-17,11,6.092
30-May-17,1,6.233
30-May-17,2,6.4
30-May-17,3,6.32
30-May-17,4,6.255
30-May-17,5,6.232
30-May-17,6,6.27
30-May-17,7,6.387
30-May-17,8,6.447
30-May-17,9,6.364
30-May-17,10,6.371
30-May-17,11,6.275
31-May-17,1,6.403
31-May-17,2,6.359
31-May-17,3,6.398
31-May-17,4,6.359
31-May-17,5,6.323
31-May-17,6,6.328
31-May-17,7,6.306
31-May-17,8,6.289
31-May-17,9,6.301
31-May-17,10,6.255
31-May-17,11,6.261
1-Jun-17,1,6.308
1-Jun-17,2,6.303
1-Jun-17,3,6.355
1-Jun-17,4,6.474
1-Jun-17,5,6.561
1-Jun-17,6,6.647
1-Jun-17,7,6.735
1-Jun-17,8,6.642
1-Jun-17,9,6.556
1-Jun-17,10,6.592
1-Jun-17,11,6.535
2-Jun-17,1,6.556
2-Jun-17,2,6.579
2-Jun-17,3,6.672
2-Jun-17,4,6.681
2-Jun-17,5,6.676
2-Jun-17,6,6.745
2-Jun-17,7,6.594
2-Jun-17,8,6.616
2-Jun-17,9,6.59
2-Jun-17,10,6.514
2-Jun-17,11,6.529
3-Jun-17,1,6.465
3-Jun-17,2,6.455
3-Jun-17,3,6.534
3-Jun-17,4,6.691
3-Jun-17,5,6.811
3-Jun-17,6,6.811
3-Jun-17,7,6.847
3-Jun-17,8,6.822
3-Jun-17,9,7.087
3-Jun-17,10,6.919
3-Jun-17,11,6.983
4-Jun-17,1,7.021
4-Jun-17,2,6.93
4-Jun-17,3,6.944
4-Jun-17,4,6.861
4-Jun-17,5,7.033
4-Jun-17,6,7.037
4-Jun-17,7,7.106
4-Jun-17,8,7.176
4-Jun-17,9,7.198
4-Jun-17,10,7.315
4-Jun-17,11,7.329
5-Jun-17,1,7.225
5-Jun-17,2,7.013
5-Jun-17,3,7.088
5-Jun-17,4,7.033
5-Jun-17,5,6.99
5-Jun-17,6,6.968
5-Jun-17,7,7.056
5-Jun-17,8,7.068
5-Jun-17,9,7.026
5-Jun-17,10,7.075
5-Jun-17,11,7.049
6-Jun-17,1,7.065
6-Jun-17,2,7.005
6-Jun-17,3,6.882
6-Jun-17,4,6.848
6-Jun-17,5,6.89
6-Jun-17,6,6.738
6-Jun-17,7,6.815
6-Jun-17,8,6.751
6-Jun-17,9,6.708
6-Jun-17,10,6.826
6-Jun-17,11,6.786
7-Jun-17,1,6.836
7-Jun-17,2,6.773
7-Jun-17,3,6.811
7-Jun-17,4,6.86
7-Jun-17,5,6.905
7-Jun-17,6,6.821
7-Jun-17,7,6.818
7-Jun-17,8,6.781
7-Jun-17,9,6.781
7-Jun-17,10,6.85
7-Jun-17,11,6.869
8-Jun-17,1,6.928
8-Jun-17,2,7.012
8-Jun-17,3,7.01
8-Jun-17,4,7.2
8-Jun-17,5,7.188
8-Jun-17,6,7.204
8-Jun-17,7,7.157
8-Jun-17,8,7.212
8-Jun-17,9,7.19
8-Jun-17,10,7.241
8-Jun-17,11,7.294
9-Jun-17,1,7.253
9-Jun-17,2,7.259
9-Jun-17,3,7.232
9-Jun-17,4,7.152
9-Jun-17,5,7.176
9-Jun-17,6,7.212
9-Jun-17,7,7.217
9-Jun-17,8,7.287
9-Jun-17,9,7.345
9-Jun-17,10,7.397
9-Jun-17,11,7.452
10-Jun-17,1,7.476
10-Jun-17,2,7.432
10-Jun-17,3,7.58
10-Jun-17,4,7.542
10-Jun-17,5,7.51
10-Jun-17,6,7.6
10-Jun-17,7,7.497
10-Jun-17,8,7.551
10-Jun-17,9,7.634
10-Jun-17,10,7.704
10-Jun-17,11,7.685
11-Jun-17,1,7.594
11-Jun-17,2,7.573
11-Jun-17,3,7.59
11-Jun-17,4,7.579
11-Jun-17,5,7.481
11-Jun-17,6,7.534
11-Jun-17,7,7.571
11-Jun-17,8,7.719
11-Jun-17,9,7.794
11-Jun-17,10,7.749
11-Jun-17,11,7.719
12-Jun-17,1,7.614
12-Jun-17,2,7.548
12-Jun-17,3,7.556
12-Jun-17,4,7.398
12-Jun-17,5,7.402
12-Jun-17,6,7.325
12-Jun-17,7,7.331
12-Jun-17,8,7.407
12-Jun-17,9,7.439
12-Jun-17,10,7.496
12-Jun-17,11,7.559
13-Jun-17,1,7.677
13-Jun-17,2,7.677
13-Jun-17,3,7.609
13-Jun-17,4,7.57
13-Jun-17,5,7.638
13-Jun-17,6,7.636
13-Jun-17,7,7.68
13-Jun-17,8,7.641
13-Jun-17,9,7.605
13-Jun-17,10,7.646
13-Jun-17,11,7.598
14-Jun-17,1,7.527
14-Jun-17,2,7.471
14-Jun-17,3,7.486
14-Jun-17,4,7.444
14-Jun-17,5,7.412
14-Jun-17,6,7.535
14-Jun-17,7,7.526
14-Jun-17,8,7.487
14-Jun-17,9,7.445
14-Jun-17,10,7.354
14-Jun-17,11,7.296
15-Jun-17,1,7.278
15-Jun-17,2,7.312
15-Jun-17,3,7.374
15-Jun-17,4,7.307
15-Jun-17,5,7.324
15-Jun-17,6,7.291
15-Jun-17,7,7.331
15-Jun-17,8,7.329
15-Jun-17,9,7.39
15-Jun-17,10,7.401
15-Jun-17,11,7.397
16-Jun-17,1,7.461
16-Jun-17,2,7.499
16-Jun-17,3,7.499
16-Jun-17,4,7.489
16-Jun-17,5,7.475
16-Jun-17,6,7.507
16-Jun-17,7,7.513
16-Jun-17,8,7.505
16-Jun-17,9,7.489
16-Jun-17,10,7.503
16-Jun-17,11,7.471
17-Jun-17,1,7.509
17-Jun-17,2,7.653
17-Jun-17,3,7.597
17-Jun-17,4,7.643
17-Jun-17,5,7.921
17-Jun-17,6,7.671
17-Jun-17,7,7.774
17-Jun-17,8,7.7
17-Jun-17,9,7.736
17-Jun-17,10,7.612
17-Jun-17,11,7.621
18-Jun-17,1,7.576
18-Jun-17,2,7.508
18-Jun-17,3,7.524
18-Jun-17,4,7.565
18-Jun-17,5,7.515
18-Jun-17,6,7.518
18-Jun-17,7,7.528
18-Jun-17,8,7.588
18-Jun-17,9,7.564
18-Jun-17,10,7.529
18-Jun-17,11,7.445
19-Jun-17,1,7.406
19-Jun-17,2,7.434
19-Jun-17,3,7.44
19-Jun-17,4,7.423
19-Jun-17,5,7.454
19-Jun-17,6,7.385
19-Jun-17,7,7.422
19-Jun-17,8,7.352
19-Jun-17,9,7.368
19-Jun-17,10,7.364
19-Jun-17,11,7.407
20-Jun-17,1,7.448
20-Jun-17,2,7.426
20-Jun-17,3,7.363
20-Jun-17,4,7.393
20-Jun-17,5,7.397
20-Jun-17,6,7.404
20-Jun-17,7,7.435
20-Jun-17,8,7.426
20-Jun-17,9,7.356
20-Jun-17,10,7.415
20-Jun-17,11,7.299
21-Jun-17,1,7.372
21-Jun-17,2,7.293
21-Jun-17,3,7.383
21-Jun-17,4,7.385
21-Jun-17,5,7.343
21-Jun-17,6,7.447
21-Jun-17,7,7.393
21-Jun-17,8,7.419
21-Jun-17,9,7.347
21-Jun-17,10,7.356
21-Jun-17,11,7.255
22-Jun-17,1,7.259
22-Jun-17,2,7.154
22-Jun-17,3,7.149
22-Jun-17,4,7.129
22-Jun-17,5,7.131
22-Jun-17,6,7.168
22-Jun-17,7,7.178
22-Jun-17,8,7.145
22-Jun-17,9,7.156
22-Jun-17,10,7.156
22-Jun-17,11,7.134
23-Jun-17,1,7.152
23-Jun-17,2,7.186
23-Jun-17,3,7.081
23-Jun-17,4,7.043
23-Jun-17,5,7.029
23-Jun-17,6,7.037
23-Jun-17,7,7.077
23-Jun-17,8,7.113
23-Jun-17,9,7.146
23-Jun-17,10,7.086
23-Jun-17,11,7.055
24-Jun-17,1,7.044
24-Jun-17,2,7.113
24-Jun-17,3,7.065
24-Jun-17,4,7.074
24-Jun-17,5,7.044
24-Jun-17,6,7.083
24-Jun-17,7,7.027
24-Jun-17,8,7.041
24-Jun-17,9,7.021
24-Jun-17,10,7.052
24-Jun-17,11,7
25-Jun-17,1,6.962
25-Jun-17,2,6.872
25-Jun-17,3,6.884
25-Jun-17,4,6.854
25-Jun-17,5,6.875
25-Jun-17,6,6.911
25-Jun-17,7,6.909
25-Jun-17,8,6.853
25-Jun-17,9,6.794
25-Jun-17,10,6.773
25-Jun-17,11,6.789
26-Jun-17,1,6.792
26-Jun-17,2,6.803
26-Jun-17,3,6.778
26-Jun-17,4,6.707
26-Jun-17,5,6.651
26-Jun-17,6,6.669
26-Jun-17,7,6.622
26-Jun-17,8,6.58
26-Jun-17,9,6.58
26-Jun-17,10,6.544
26-Jun-17,11,6.616
27-Jun-17,1,6.486
27-Jun-17,2,6.505
27-Jun-17,3,6.557
27-Jun-17,4,6.593
27-Jun-17,5,6.759
27-Jun-17,6,6.707
27-Jun-17,7,6.677
27-Jun-17,8,6.764
27-Jun-17,9,6.691
27-Jun-17,10,6.661
27-Jun-17,11,6.664
28-Jun-17,1,6.626
28-Jun-17,2,6.714
28-Jun-17,3,6.785
28-Jun-17,4,6.769
28-Jun-17,5,6.774
28-Jun-17,6,6.788
28-Jun-17,7,6.902
28-Jun-17,8,6.921
28-Jun-17,9,6.891
28-Jun-17,10,6.791
28-Jun-17,11,6.836
29-Jun-17,1,6.692
29-Jun-17,2,6.676
29-Jun-17,3,6.69
29-Jun-17,4,6.698
29-Jun-17,5,6.694
29-Jun-17,6,6.719
29-Jun-17,7,6.722
29-Jun-17,8,6.732
29-Jun-17,9,6.813
29-Jun-17,10,6.848
29-Jun-17,11,6.837
30-Jun-17,1,6.855
30-Jun-17,2,6.755
30-Jun-17,3,6.735
30-Jun-17,4,6.758
30-Jun-17,5,6.739
30-Jun-17,6,6.762
30-Jun-17,7,6.755
30-Jun-17,8,6.667
30-Jun-17,9,6.689
30-Jun-17,10,6.66
30-Jun-17,11,6.648
1-Jul-17,1,6.649
1-Jul-17,2,6.675
1-Jul-17,3,6.658
1-Jul-17,4,6.662
1-Jul-17,5,6.67
1-Jul-17,6,6.76
1-Jul-17,7,6.774
1-Jul-17,8,6.777
1-Jul-17,9,6.738
1-Jul-17,10,6.682
1-Jul-17,11,6.688
2-Jul-17,1,6.676
2-Jul-17,2,6.686
2-Jul-17,3,6.675
2-Jul-17,4,6.658
2-Jul-17,5,6.669
2-Jul-17,6,6.674
2-Jul-17,7,6.677
2-Jul-17,8,6.626
2-Jul-17,9,6.616
2-Jul-17,10,6.561
2-Jul-17,11,6.561
3-Jul-17,1,6.518
3-Jul-17,2,6.589
3-Jul-17,3,6.593
3-Jul-17,4,6.567
3-Jul-17,5,6.498
3-Jul-17,6,6.472
3-Jul-17,7,6.457
3-Jul-17,8,6.492
3-Jul-17,9,6.468
3-Jul-17,10,6.391
3-Jul-17,11,6.388
4-Jul-17,1,6.443
4-Jul-17,2,6.542
4-Jul-17,3,6.548
4-Jul-17,4,6.567
4-Jul-17,5,6.63
4-Jul-17,6,6.613
4-Jul-17,7,6.563
4-Jul-17,8,6.56
4-Jul-17,9,6.543
4-Jul-17,10,6.54
4-Jul-17,11,6.578
5-Jul-17,1,6.572
5-Jul-17,2,6.559
5-Jul-17,3,6.589
5-Jul-17,4,6.589
5-Jul-17,5,6.515
5-Jul-17,6,6.533
5-Jul-17,7,6.539
5-Jul-17,8,6.519
5-Jul-17,9,6.496
5-Jul-17,10,6.498
5-Jul-17,11,6.546
6-Jul-17,1,6.536
6-Jul-17,2,6.451
6-Jul-17,3,6.449
6-Jul-17,4,6.462
6-Jul-17,5,6.448
6-Jul-17,6,6.425
6-Jul-17,7,6.391
6-Jul-17,8,6.387
6-Jul-17,9,6.388
6-Jul-17,10,6.392
6-Jul-17,11,6.392
7-Jul-17,1,6.346
7-Jul-17,2,6.33
7-Jul-17,3,6.349
7-Jul-17,4,6.321
7-Jul-17,5,6.313
7-Jul-17,6,6.296
7-Jul-17,7,6.285
7-Jul-17,8,6.311
7-Jul-17,9,6.3
7-Jul-17,10,6.329
7-Jul-17,11,6.29
8-Jul-17,1,6.267
8-Jul-17,2,6.238
8-Jul-17,3,6.184
8-Jul-17,4,6.202
8-Jul-17,5,6.206
8-Jul-17,6,6.15
8-Jul-17,7,6.107
8-Jul-17,8,6.082
8-Jul-17,9,6.042
8-Jul-17,10,6.02
8-Jul-17,11,6.046
9-Jul-17,1,6.054
9-Jul-17,2,6.081
9-Jul-17,3,6.081
9-Jul-17,4,6.073
9-Jul-17,5,6.023
9-Jul-17,6,6.003
9-Jul-17,7,6.022
9-Jul-17,8,6.092
9-Jul-17,9,6.037
9-Jul-17,10,6.095
9-Jul-17,11,6.078
10-Jul-17,1,6.04
10-Jul-17,2,6.025
10-Jul-17,3,6.013
10-Jul-17,4,6.008
10-Jul-17,5,5.974
10-Jul-17,6,5.979
10-Jul-17,7,5.996
10-Jul-17,8,6.004
10-Jul-17,9,5.994
10-Jul-17,10,5.991
10-Jul-17,11,5.97
11-Jul-17,1,5.943
11-Jul-17,2,5.929
11-Jul-17,3,5.933
11-Jul-17,4,5.898
11-Jul-17,5,5.9
11-Jul-17,6,5.935
11-Jul-17,7,5.862
11-Jul-17,8,5.82
11-Jul-17,9,5.793
11-Jul-17,10,5.801
11-Jul-17,11,5.814
12-Jul-17,1,5.824
12-Jul-17,2,5.831
12-Jul-17,3,5.829
12-Jul-17,4,5.866
12-Jul-17,5,5.831
12-Jul-17,6,5.801
12-Jul-17,7,5.913
12-Jul-17,8,5.88
12-Jul-17,9,5.873
12-Jul-17,10,5.923
12-Jul-17,11,5.906
13-Jul-17,1,5.911
13-Jul-17,2,5.945
13-Jul-17,3,5.973
13-Jul-17,4,6.114
13-Jul-17,5,6.04
13-Jul-17,6,6.098
13-Jul-17,7,6.156
13-Jul-17,8,6.088
13-Jul-17,9,6.088
13-Jul-17,10,6.132
13-Jul-17,11,6.074
14-Jul-17,1,6.122
14-Jul-17,2,6.169
14-Jul-17,3,6.143
14-Jul-17,4,6.169
14-Jul-17,5,6.166
14-Jul-17,6,6.272
14-Jul-17,7,6.391
14-Jul-17,8,6.383
14-Jul-17,9,6.304
14-Jul-17,10,6.298
14-Jul-17,11,6.293
15-Jul-17,1,6.293
15-Jul-17,2,6.431
15-Jul-17,3,6.412
15-Jul-17,4,6.387
15-Jul-17,5,6.398
15-Jul-17,6,6.327
15-Jul-17,7,6.291
15-Jul-17,8,6.274
15-Jul-17,9,6.327
15-Jul-17,10,6.303
15-Jul-17,11,6.355
16-Jul-17,1,6.546
16-Jul-17,2,6.6
16-Jul-17,3,6.58
16-Jul-17,4,6.559
16-Jul-17,5,6.554
16-Jul-17,6,6.528
16-Jul-17,7,6.563
16-Jul-17,8,6.54
16-Jul-17,9,6.595
16-Jul-17,10,6.454
16-Jul-17,11,6.468
17-Jul-17,1,6.388
17-Jul-17,2,6.417
17-Jul-17,3,6.384
17-Jul-17,4,6.431
17-Jul-17,5,6.435
17-Jul-17,6,6.391
17-Jul-17,7,6.329
17-Jul-17,8,6.37
17-Jul-17,9,6.387
17-Jul-17,10,6.398
17-Jul-17,11,6.507
18-Jul-17,1,6.455
18-Jul-17,2,6.455
18-Jul-17,3,6.462
18-Jul-17,4,6.428
18-Jul-17,5,6.415
18-Jul-17,6,6.435
18-Jul-17,7,6.441
18-Jul-17,8,6.413
18-Jul-17,9,6.322
18-Jul-17,10,6.329
18-Jul-17,11,6.346
19-Jul-17,1,6.345
19-Jul-17,2,6.312
19-Jul-17,3,6.324
19-Jul-17,4,6.35
19-Jul-17,5,6.358
19-Jul-17,6,6.353
19-Jul-17,7,6.539
19-Jul-17,8,6.527
19-Jul-17,9,6.536
19-Jul-17,10,6.529
19-Jul-17,11,6.503
20-Jul-17,1,6.466
20-Jul-17,2,6.483
20-Jul-17,3,6.441
20-Jul-17,4,6.424
20-Jul-17,5,6.474
20-Jul-17,6,6.39
20-Jul-17,7,6.391
20-Jul-17,8,6.415
20-Jul-17,9,6.446
20-Jul-17,10,6.43
20-Jul-17,11,6.444
21-Jul-17,1,6.405
21-Jul-17,2,6.393
21-Jul-17,3,6.406
21-Jul-17,4,6.425
21-Jul-17,5,6.421
21-Jul-17,6,6.524
21-Jul-17,7,6.528
21-Jul-17,8,6.469
21-Jul-17,9,6.503
21-Jul-17,10,6.45
21-Jul-17,11,6.466
22-Jul-17,1,6.542
22-Jul-17,2,6.541
22-Jul-17,3,6.599
22-Jul-17,4,6.645
22-Jul-17,5,6.666
22-Jul-17,6,6.639
22-Jul-17,7,6.613
22-Jul-17,8,6.659
22-Jul-17,9,6.63
22-Jul-17,10,6.591
22-Jul-17,11,6.583
23-Jul-17,1,6.597
23-Jul-17,2,6.5
23-Jul-17,3,6.51
23-Jul-17,4,6.544
23-Jul-17,5,6.521
23-Jul-17,6,6.532
23-Jul-17,7,6.639
23-Jul-17,8,6.574
23-Jul-17,9,6.546
23-Jul-17,10,6.558
23-Jul-17,11,6.499
24-Jul-17,1,6.511
24-Jul-17,2,6.522
24-Jul-17,3,6.536
24-Jul-17,4,6.485
24-Jul-17,5,6.407
24-Jul-17,6,6.408
24-Jul-17,7,6.398
24-Jul-17,8,6.378
24-Jul-17,9,6.401
24-Jul-17,10,6.381
24-Jul-17,11,6.388
25-Jul-17,1,6.354
25-Jul-17,2,6.361
25-Jul-17,3,6.392
25-Jul-17,4,6.419
25-Jul-17,5,6.371
25-Jul-17,6,6.38
25-Jul-17,7,6.266
25-Jul-17,8,6.283
25-Jul-17,9,6.286
25-Jul-17,10,6.258
25-Jul-17,11,6.281
26-Jul-17,1,6.287
26-Jul-17,2,6.27
26-Jul-17,3,6.268
26-Jul-17,4,6.259
26-Jul-17,5,6.294
26-Jul-17,6,6.292
26-Jul-17,7,6.243
26-Jul-17,8,6.237
26-Jul-17,9,6.257
26-Jul-17,10,6.289
26-Jul-17,11,6.336
27-Jul-17,1,6.3
27-Jul-17,2,6.346
27-Jul-17,3,6.371
27-Jul-17,4,6.367
27-Jul-17,5,6.37
27-Jul-17,6,6.35
27-Jul-17,7,6.365
27-Jul-17,8,6.395
27-Jul-17,9,6.409
27-Jul-17,10,6.392
27-Jul-17,11,6.362
28-Jul-17,1,6.368
28-Jul-17,2,6.315
28-Jul-17,3,6.31
28-Jul-17,4,6.328
28-Jul-17,5,6.278
28-Jul-17,6,6.215
28-Jul-17,7,6.175
28-Jul-17,8,6.152
28-Jul-17,9,6.156
28-Jul-17,10,6.167
28-Jul-17,11,6.147
29-Jul-17,1,6.184
29-Jul-17,2,6.193
29-Jul-17,3,6.101
29-Jul-17,4,6.055
29-Jul-17,5,6.087
29-Jul-17,6,6.087
29-Jul-17,7,6.079
29-Jul-17,8,6.033
29-Jul-17,9,6.024
29-Jul-17,10,6.039
29-Jul-17,11,5.993
30-Jul-17,1,5.993
30-Jul-17,2,5.942
30-Jul-17,3,5.968
30-Jul-17,4,5.986
30-Jul-17,5,6.045
30-Jul-17,6,5.988
30-Jul-17,7,5.991
30-Jul-17,8,6.035
30-Jul-17,9,5.974
30-Jul-17,10,5.979
30-Jul-17,11,5.966
31-Jul-17,1,5.995
31-Jul-17,2,5.956
31-Jul-17,3,6.015
31-Jul-17,4,6.046
31-Jul-17,5,5.999
31-Jul-17,6,6.033
31-Jul-17,7,6
31-Jul-17,8,5.985
31-Jul-17,9,5.993
31-Jul-17,10,5.972
31-Jul-17,11,6.011
1-Aug-17,1,6.026
1-Aug-17,2,5.963
1-Aug-17,3,5.904
1-Aug-17,4,5.917
1-Aug-17,5,5.881
1-Aug-17,6,5.917
1-Aug-17,7,5.858
1-Aug-17,8,5.866
1-Aug-17,9,5.855
1-Aug-17,10,5.826
1-Aug-17,11,5.83
2-Aug-17,1,5.834
2-Aug-17,2,5.794
2-Aug-17,3,5.846
2-Aug-17,4,5.818
2-Aug-17,5,5.843
2-Aug-17,6,5.799
2-Aug-17,7,5.807
2-Aug-17,8,5.79
2-Aug-17,9,5.785
2-Aug-17,10,5.771
2-Aug-17,11,5.614
3-Aug-17,1,5.625
3-Aug-17,2,5.634
3-Aug-17,3,5.591
3-Aug-17,4,5.646
3-Aug-17,5,5.679
3-Aug-17,6,5.899
3-Aug-17,7,5.794
3-Aug-17,8,5.756
3-Aug-17,9,5.874
3-Aug-17,10,5.875
3-Aug-17,11,5.952
4-Aug-17,1,5.85
4-Aug-17,2,5.9
4-Aug-17,3,5.868
4-Aug-17,4,5.893
4-Aug-17,5,5.826
4-Aug-17,6,5.812
4-Aug-17,7,5.791
4-Aug-17,8,5.794
4-Aug-17,9,5.804
4-Aug-17,10,5.785
4-Aug-17,11,5.77
5-Aug-17,1,5.799
5-Aug-17,2,5.756
5-Aug-17,3,5.888
5-Aug-17,4,5.945
5-Aug-17,5,5.97
5-Aug-17,6,5.991
5-Aug-17,7,5.957
5-Aug-17,8,5.949
5-Aug-17,9,5.918
5-Aug-17,10,5.815
5-Aug-17,11,5.835
6-Aug-17,1,5.759
6-Aug-17,2,5.705
6-Aug-17,3,5.753
6-Aug-17,4,5.758
6-Aug-17,5,5.738
6-Aug-17,6,5.739
6-Aug-17,7,5.727
6-Aug-17,8,5.729
6-Aug-17,9,5.779
6-Aug-17,10,5.811
6-Aug-17,11,5.766
7-Aug-17,1,5.801
7-Aug-17,2,5.786
7-Aug-17,3,5.778
7-Aug-17,4,5.723
7-Aug-17,5,5.724
7-Aug-17,6,5.729
7-Aug-17,7,5.97
7-Aug-17,8,5.692
7-Aug-17,9,5.665
7-Aug-17,10,5.675
7-Aug-17,11,5.626
8-Aug-17,1,5.631
8-Aug-17,2,5.577
8-Aug-17,3,5.578
8-Aug-17,4,5.546
8-Aug-17,5,5.487
8-Aug-17,6,5.519
8-Aug-17,7,5.476
8-Aug-17,8,5.507
8-Aug-17,9,5.536
8-Aug-17,10,5.527
8-Aug-17,11,5.526
9-Aug-17,1,5.525
9-Aug-17,2,5.554
9-Aug-17,3,5.54
9-Aug-17,4,5.557
9-Aug-17,5,5.524
9-Aug-17,6,5.503
9-Aug-17,7,5.568
9-Aug-17,8,5.556
9-Aug-17,9,5.551
9-Aug-17,10,5.56
9-Aug-17,11,5.666
10-Aug-17,1,5.676
10-Aug-17,2,5.688
10-Aug-17,3,5.689
10-Aug-17,4,5.669
10-Aug-17,5,5.617
10-Aug-17,6,5.662
10-Aug-17,7,5.701
10-Aug-17,8,5.713
10-Aug-17,9,5.662
10-Aug-17,10,5.708
10-Aug-17,11,5.763
11-Aug-17,1,5.906
11-Aug-17,2,5.878
11-Aug-17,3,5.948
11-Aug-17,4,5.886
11-Aug-17,5,5.917
11-Aug-17,6,5.901
11-Aug-17,7,5.871
11-Aug-17,8,5.888
11-Aug-17,9,5.869
11-Aug-17,10,6.002
11-Aug-17,11,5.983
12-Aug-17,1,6.031
12-Aug-17,2,6.017
12-Aug-17,3,5.97
12-Aug-17,4,5.894
12-Aug-17,5,5.895
12-Aug-17,6,5.891
12-Aug-17,7,5.943
12-Aug-17,8,5.941
12-Aug-17,9,5.902
12-Aug-17,10,5.821
12-Aug-17,11,5.802
13-Aug-17,1,5.817
13-Aug-17,2,5.851
13-Aug-17,3,5.868
13-Aug-17,4,5.823
13-Aug-17,5,5.816
13-Aug-17,6,5.896
13-Aug-17,7,5.889
13-Aug-17,8,5.819
13-Aug-17,9,5.804
13-Aug-17,10,5.783
13-Aug-17,11,5.929
14-Aug-17,1,5.929
14-Aug-17,2,5.764
14-Aug-17,3,5.762
14-Aug-17,4,5.781
14-Aug-17,5,5.754
14-Aug-17,6,5.767
14-Aug-17,7,5.77
14-Aug-17,8,5.774
14-Aug-17,9,5.767
14-Aug-17,10,5.707
14-Aug-17,11,5.668
15-Aug-17,1,5.808
15-Aug-17,2,5.811
15-Aug-17,3,5.787
15-Aug-17,4,5.799
15-Aug-17,5,5.782
15-Aug-17,6,6.137
15-Aug-17,7,5.916
15-Aug-17,8,5.9
15-Aug-17,9,5.922
15-Aug-17,10,5.969
15-Aug-17,11,5.9
16-Aug-17,1,5.963
16-Aug-17,2,5.93
16-Aug-17,3,5.935
16-Aug-17,4,5.916
16-Aug-17,5,5.818
16-Aug-17,6,5.829
16-Aug-17,7,5.82
16-Aug-17,8,5.785
16-Aug-17,9,5.785
16-Aug-17,10,5.785
16-Aug-17,11,5.782
17-Aug-17,1,5.799
17-Aug-17,2,5.719
17-Aug-17,3,5.711
17-Aug-17,4,5.711
17-Aug-17,5,5.676
17-Aug-17,6,5.72
17-Aug-17,7,5.724
17-Aug-17,8,5.779
17-Aug-17,9,5.729
17-Aug-17,10,5.732
17-Aug-17,11,5.737
18-Aug-17,1,5.687
18-Aug-17,2,5.678
18-Aug-17,3,5.676
18-Aug-17,4,5.675
18-Aug-17,5,5.67
18-Aug-17,6,5.663
18-Aug-17,7,5.67
18-Aug-17,8,5.671
18-Aug-17,9,5.648
18-Aug-17,10,5.598
18-Aug-17,11,5.601
19-Aug-17,1,5.548
19-Aug-17,2,5.561
19-Aug-17,3,5.541
19-Aug-17,4,5.567
19-Aug-17,5,5.522
19-Aug-17,6,5.522
19-Aug-17,7,5.588
19-Aug-17,8,5.619
19-Aug-17,9,5.608
19-Aug-17,10,5.557
19-Aug-17,11,5.561
20-Aug-17,1,5.575
20-Aug-17,2,5.533
20-Aug-17,3,5.52
20-Aug-17,4,5.517
20-Aug-17,5,5.55
20-Aug-17,6,5.55
20-Aug-17,7,5.555
20-Aug-17,8,5.518
20-Aug-17,9,5.496
20-Aug-17,10,5.543
20-Aug-17,11,5.603
21-Aug-17,1,5.603
21-Aug-17,2,5.63
21-Aug-17,3,5.648
21-Aug-17,4,5.708
21-Aug-17,5,5.675
21-Aug-17,6,5.675
21-Aug-17,7,5.729
21-Aug-17,8,5.729
21-Aug-17,9,5.689
21-Aug-17,10,5.655
21-Aug-17,11,5.694
22-Aug-17,1,5.65
22-Aug-17,2,5.674
22-Aug-17,3,5.674
22-Aug-17,4,5.616
22-Aug-17,5,5.585
22-Aug-17,6,5.613
22-Aug-17,7,5.652
22-Aug-17,8,5.707
22-Aug-17,9,5.707
22-Aug-17,10,5.707
22-Aug-17,11,5.721
23-Aug-17,1,5.687
23-Aug-17,2,5.715
23-Aug-17,3,5.67
23-Aug-17,4,5.692
23-Aug-17,5,5.694
23-Aug-17,6,5.694
23-Aug-17,7,5.667
23-Aug-17,8,5.685
23-Aug-17,9,5.671
23-Aug-17,10,5.691
23-Aug-17,11,5.692
24-Aug-17,1,5.692
24-Aug-17,2,5.662
24-Aug-17,3,5.65
24-Aug-17,4,5.645
24-Aug-17,5,5.66
24-Aug-17,6,5.626
24-Aug-17,7,5.63
24-Aug-17,8,5.63
